,날짜,콜금리,CD(91일),국고채(3년),국고채(5년),"회사채(3년,AA-)"
443,2019.07.08,1.73,1.78,1.42,-,1.92
444,2019.07.09,1.73,1.78,1.42,-,1.92
445,2019.07.10,1.69,1.78,1.44,-,1.94
446,2019.07.11,1.74,1.78,1.42,-,1.92
447,2019.07.12,1.75,1.78,1.42,-,1.93
448,2019.07.15,1.74,1.78,1.43,-,1.94
449,2019.07.16,1.73,1.78,1.43,-,1.93
450,2019.07.17,1.73,1.73,1.4,-,1.9
451,2019.07.18,1.72,1.61,1.35,-,1.85
452,2019.07.19,1.5,1.59,1.33,-,1.83
453,2019.07.22,1.49,1.59,1.33,-,1.84
454,2019.07.23,1.48,1.59,1.34,-,1.84
455,2019.07.24,1.48,1.56,1.32,-,1.83
456,2019.07.25,1.48,1.54,1.3,-,1.81
457,2019.07.26,1.5,1.53,1.31,-,1.82
458,2019.07.29,1.51,1.53,1.31,-,1.82
459,2019.07.30,1.5,1.52,1.3,-,1.81
460,2019.07.31,1.52,1.5,1.29,-,1.8
461,2019.08.01,1.56,1.5,1.31,-,1.82
462,2019.08.02,1.56,1.5,1.25,-,1.77
463,2019.08.05,1.48,1.5,1.17,-,1.69
464,2019.08.06,1.49,1.49,1.16,-,1.69
465,2019.08.07,1.49,1.49,1.15,-,1.68
466,2019.08.08,1.49,1.49,1.17,-,1.69
467,2019.08.09,1.49,1.49,1.19,-,1.71
468,2019.08.12,1.5,1.49,1.18,-,1.71
469,2019.08.13,1.52,1.49,1.15,-,1.68
470,2019.08.14,1.52,1.49,1.15,-,1.68
471,2019.08.16,1.52,1.49,1.1,-,1.63
472,2019.08.19,1.52,1.49,1.09,-,1.63
473,2019.08.20,1.51,1.49,1.1,-,1.64
474,2019.08.21,1.51,1.49,1.16,-,1.69
475,2019.08.22,1.51,1.49,1.13,-,1.66
476,2019.08.23,1.52,1.49,1.17,-,1.69
477,2019.08.26,1.53,1.49,1.12,-,1.65
478,2019.08.27,1.53,1.49,1.17,-,1.7
479,2019.08.28,1.53,1.49,1.18,-,1.7
480,2019.08.29,1.51,1.49,1.17,-,1.69
481,2019.08.30,1.51,1.49,1.17,-,1.69
482,2019.09.02,1.54,1.49,1.23,-,1.74
483,2019.09.03,1.5,1.49,1.23,-,1.73
484,2019.09.04,1.5,1.5,1.24,-,1.74
485,2019.09.05,1.49,1.53,1.26,-,1.76
486,2019.09.06,1.5,1.54,1.27,-,1.77
487,2019.09.09,1.53,1.54,1.24,-,1.74
488,2019.09.10,1.56,1.54,1.24,-,1.75
489,2019.09.11,1.51,1.54,1.26,-,1.76
490,2019.09.16,1.49,1.54,1.35,-,1.85
491,2019.09.17,1.52,1.54,1.32,-,1.82
492,2019.09.18,1.52,1.54,1.31,-,1.82
493,2019.09.20,1.5,1.55,1.33,-,1.84
494,2019.09.23,1.51,1.55,1.33,-,1.84
495,2019.09.24,1.51,1.55,1.33,-,1.82
496,2019.09.25,1.51,1.55,1.3,-,1.81
497,2019.09.26,1.53,1.55,1.3,-,1.81
498,2019.09.27,1.53,1.55,1.3,-,1.81
499,2019.09.30,1.54,1.55,1.3,-,1.8
500,2019.10.01,1.58,1.55,1.32,-,1.82
501,2019.10.02,1.55,1.55,1.3,-,1.81
502,2019.10.04,1.51,1.55,1.21,-,1.72
503,2019.10.07,1.52,1.55,1.23,-,1.74
504,2019.10.08,1.46,1.55,1.26,-,1.77
505,2019.10.10,1.48,1.55,1.28,-,1.78
506,2019.10.11,1.51,1.55,1.28,-,1.79
507,2019.10.14,1.55,1.55,1.28,-,1.79
508,2019.10.15,1.53,1.55,1.28,-,1.79
509,2019.10.16,1.55,1.55,1.28,-,1.79
510,2019.10.17,1.28,1.36,1.38,-,1.88
511,2019.10.18,1.25,1.36,1.38,-,1.88
512,2019.10.21,1.25,1.36,1.41,-,1.91
513,2019.10.22,1.25,1.36,1.38,-,1.89
514,2019.10.23,1.24,1.36,1.39,-,1.89
515,2019.10.24,1.24,1.37,1.4,-,1.91
516,2019.10.25,1.23,1.37,1.44,-,1.94
517,2019.10.28,1.24,1.44,1.52,-,2.02
518,2019.10.29,1.54,1.44,1.5,-,1.99
519,2019.10.30,1.24,1.44,1.48,-,1.98
520,2019.10.31,1.26,1.44,1.47,-,1.97
521,2019.11.01,1.29,1.44,1.47,-,1.98
522,2019.11.04,1.25,1.46,1.55,-,2.05
523,2019.11.05,1.25,1.49,1.52,-,2.03
524,2019.11.06,1.25,1.5,1.53,-,2.03
525,2019.11.07,1.24,1.52,1.54,-,2.05
526,2019.11.08,1.26,1.52,1.52,-,2.02
527,2019.11.11,1.28,1.53,1.5,-,2.01
528,2019.11.12,1.3,1.53,1.56,-,2.06
529,2019.11.13,1.32,1.53,1.51,-,2.02
530,2019.11.14,1.32,1.53,1.52,-,2.02
531,2019.11.15,1.3,1.53,1.51,-,2.02
532,2019.11.18,1.3,1.53,1.52,-,2.02
533,2019.11.19,1.3,1.53,1.49,-,2
534,2019.11.20,1.29,1.53,1.45,-,1.97
535,2019.11.21,1.3,1.53,1.46,-,1.98
536,2019.11.22,1.29,1.53,1.46,-,1.97
537,2019.11.25,1.29,1.53,1.48,-,1.99
538,2019.11.26,1.27,1.53,1.48,-,1.99
539,2019.11.27,1.27,1.53,1.46,-,1.98
540,2019.11.28,1.26,1.53,1.43,-,1.96
541,2019.11.29,1.25,1.53,1.39,-,1.92
542,2019.12.02,1.28,1.53,1.43,-,1.96
543,2019.12.03,1.25,1.53,1.46,-,1.99
544,2019.12.04,1.24,1.53,1.41,-,1.94
545,2019.12.05,1.24,1.53,1.42,-,1.96
546,2019.12.06,1.25,1.53,1.43,-,1.97
547,2019.12.09,1.24,1.53,1.41,-,1.96
548,2019.12.10,1.26,1.53,1.39,-,1.95
549,2019.12.11,1.28,1.53,1.38,-,1.94
550,2019.12.12,1.26,1.53,1.38,-,1.94
551,2019.12.13,1.3,1.53,1.4,-,1.96
552,2019.12.16,1.3,1.53,1.37,-,1.94
553,2019.12.17,1.29,1.53,1.36,-,1.93
554,2019.12.18,1.28,1.53,1.36,-,1.93
555,2019.12.19,1.28,1.53,1.38,-,1.95
556,2019.12.20,1.29,1.53,1.39,-,1.96
557,2019.12.23,1.28,1.53,1.38,-,1.95
558,2019.12.24,1.29,1.66,1.37,-,1.95
559,2019.12.26,1.3,1.53,1.37,-,1.94
560,2019.12.27,1.31,1.53,1.37,-,1.94
561,2019.12.30,1.31,1.53,1.36,-,1.94
562,2019.12.31,1.31,1.53,1.36,-,1.94
563,2020.01.02,1.39,1.53,1.33,-,1.91
564,2020.01.03,1.3,1.53,1.27,-,1.86
565,2020.01.06,1.27,1.49,1.28,-,1.86
566,2020.01.07,1.29,1.46,1.33,-,1.91
567,2020.01.08,1.27,1.46,1.36,-,1.94
568,2020.01.09,1.25,1.46,1.37,-,1.94
569,2020.01.10,1.28,1.68,1.43,-,1.99
570,2020.01.13,1.28,1.46,1.42,-,1.99
571,2020.01.14,1.29,1.46,1.39,-,1.97
572,2020.01.15,1.27,1.46,1.39,-,1.97
573,2020.01.16,1.27,1.46,1.43,-,2
574,2020.01.17,1.27,1.46,1.43,-,2.01
575,2020.01.20,1.28,1.46,1.46,-,2.03
576,2020.01.21,1.28,1.46,1.4,-,1.99
577,2020.01.22,1.29,1.46,1.44,-,2.02
578,2020.01.23,1.28,1.46,1.42,-,2.01
579,2020.01.28,1.28,1.46,1.35,-,1.94
580,2020.01.29,1.26,1.46,1.33,-,1.92
581,2020.01.30,1.25,1.43,1.3,-,1.9
582,2020.01.31,1.24,1.42,1.3,-,1.9
583,2020.02.03,1.25,1.42,1.29,-,1.88
584,2020.02.04,1.22,1.42,1.33,-,1.92
585,2020.02.05,1.22,1.42,1.31,-,1.9
586,2020.02.06,1.23,1.42,1.31,-,1.9
587,2020.02.07,1.23,1.42,1.28,-,1.87
588,2020.02.10,1.22,1.42,1.3,-,1.89
589,2020.02.11,1.24,1.42,1.3,-,1.89
590,2020.02.12,1.26,1.42,1.3,-,1.89
591,2020.02.13,1.26,1.42,1.28,-,1.87
592,2020.02.14,1.26,1.42,1.33,-,1.91
593,2020.02.17,1.24,1.42,1.32,-,1.91
594,2020.02.18,1.24,1.42,1.27,-,1.86
595,2020.02.19,1.23,1.42,1.28,-,1.88
596,2020.02.20,1.24,1.41,1.23,-,1.83
597,2020.02.21,1.23,1.41,1.18,-,1.78
598,2020.02.24,1.23,1.41,1.14,-,1.74
599,2020.02.25,1.24,1.41,1.17,-,1.77
600,2020.02.26,1.25,1.41,1.14,-,1.73
601,2020.02.27,1.25,1.41,1.19,-,1.79
602,2020.02.28,1.23,1.41,1.1,-,1.71
603,2020.03.02,1.26,1.41,1.13,-,1.73
604,2020.03.03,1.26,1.41,1.11,-,1.72
605,2020.03.04,1.26,1.41,1.03,-,1.64
606,2020.03.05,1.25,1.4,1.05,-,1.67
607,2020.03.06,1.25,1.4,1.08,-,1.69
608,2020.03.09,1.24,1.4,1.04,-,1.66
609,2020.03.10,1.26,1.4,1.08,-,1.71
610,2020.03.11,1.25,1.4,1.09,-,1.71
611,2020.03.12,1.24,1.39,1.06,-,1.71
612,2020.03.13,1.25,1.39,1.15,-,1.81
613,2020.03.16,1.25,1.39,1.1,-,1.77
614,2020.03.17,1.27,1.02,1.03,-,1.74
615,2020.03.18,0.76,1.02,1.05,-,1.77
616,2020.03.19,0.73,1.02,1.19,-,1.95
617,2020.03.20,0.72,1.02,1.11,-,1.95
618,2020.03.23,0.73,1.02,1.15,-,2.01
619,2020.03.24,0.73,1.07,1.13,-,2.01
620,2020.03.25,0.72,1.1,1.13,-,2.03
621,2020.03.26,0.73,1.1,1.07,-,2.04
622,2020.03.27,0.73,1.1,1.06,-,2.04
623,2020.03.30,0.75,1.1,1.1,-,2.07
624,2020.03.31,0.76,1.1,1.07,-,2.08
625,2020.04.01,0.8,1.1,1.09,-,2.1
626,2020.04.02,0.76,1.1,1.06,-,2.09
627,2020.04.03,0.74,1.1,1.07,-,2.1
628,2020.04.06,0.73,1.1,1.05,-,2.1
629,2020.04.07,0.75,1.1,1.05,-,2.1
630,2020.04.08,0.74,1.1,1.02,-,2.1
631,2020.04.09,0.73,1.1,0.99,-,2.09
632,2020.04.10,0.73,1.1,0.97,-,2.09
633,2020.04.13,0.73,1.1,1,-,2.12
634,2020.04.14,0.75,1.1,1,-,2.13
635,2020.04.16,0.74,1.1,0.98,-,2.12
636,2020.04.17,0.73,1.1,1.01,-,2.15
637,2020.04.20,0.74,1.1,1.01,-,2.15
638,2020.04.21,0.75,1.1,1.04,-,2.19
639,2020.04.22,0.75,1.1,1.05,-,2.2
640,2020.04.23,0.74,1.1,1.04,-,2.2
641,2020.04.24,0.74,1.1,1.02,-,2.2
642,2020.04.27,0.74,1.1,1.03,-,2.22
643,2020.04.28,0.73,1.1,1.03,-,2.22
644,2020.04.29,0.73,1.1,1.01,-,2.22
645,2020.05.01,0.73,1.1,1.01,-,2.22
646,2020.05.04,0.76,1.1,0.98,-,2.2
647,2020.05.06,0.76,1.1,0.96,-,2.2
648,2020.05.07,0.72,1.08,0.95,-,2.2
649,2020.05.08,0.71,1.08,0.91,-,2.18
650,2020.05.11,0.72,1.05,0.93,-,2.2
651,2020.05.12,0.73,1.05,0.89,-,2.17
652,2020.05.13,0.73,1.05,0.86,-,2.16
653,2020.05.14,0.72,1.05,0.87,-,2.17
654,2020.05.15,0.72,1.05,0.87,-,2.18
655,2020.05.18,0.71,1.05,0.89,-,2.19
656,2020.05.19,0.71,1.02,0.88,-,2.19
657,2020.05.20,0.73,1.02,0.87,-,2.18
658,2020.05.21,0.72,1.02,0.86,-,2.18
659,2020.05.22,0.73,1.02,0.84,-,2.17
660,2020.05.25,0.72,1.02,0.82,-,2.15
661,2020.05.26,0.72,1.02,0.84,-,2.18
662,2020.05.27,0.72,1.02,0.86,-,2.2
663,2020.05.28,0.74,0.81,0.82,-,2.16
664,2020.05.29,0.49,0.81,0.83,-,2.16
665,2020.06.01,0.49,0.81,0.83,-,2.16
666,2020.06.02,0.49,0.81,0.85,-,2.18
667,2020.06.03,0.47,0.81,0.87,-,2.2
668,2020.06.04,0.47,0.8,0.89,-,2.22
669,2020.06.05,0.46,0.79,0.89,-,2.22
670,2020.06.08,0.47,0.79,0.9,-,2.23
671,2020.06.09,0.46,0.79,0.86,-,2.2
672,2020.06.10,0.5,0.79,0.84,-,2.21
673,2020.06.11,0.49,0.79,0.84,-,2.2
674,2020.06.12,0.49,0.79,0.84,-,2.21
675,2020.06.15,0.46,0.79,0.86,-,2.23
676,2020.06.16,0.46,0.79,0.86,-,2.23
677,2020.06.17,0.46,0.79,0.87,-,2.24
678,2020.06.18,0.47,0.79,0.84,-,2.23
679,2020.06.19,0.46,0.79,0.84,-,2.23
680,2020.06.22,0.46,0.79,0.85,-,2.23
681,2020.06.23,0.47,0.79,0.83,-,2.22
682,2020.06.24,0.47,0.79,0.82,-,2.22
683,2020.06.25,0.48,0.79,0.82,-,2.22
684,2020.06.26,0.47,0.79,0.81,-,2.22
685,2020.06.29,0.5,0.79,0.84,-,2.25
686,2020.06.30,0.49,0.79,0.84,-,2.25
687,2020.07.01,0.57,0.79,0.85,-,2.25
688,2020.07.02,0.48,0.79,0.83,-,2.24
689,2020.07.03,0.47,0.79,0.84,-,2.24
690,2020.07.06,0.5,0.79,0.85,-,2.25
691,2020.07.07,0.49,0.79,0.84,-,2.24
692,2020.07.08,0.45,0.79,0.84,-,2.23
693,2020.07.09,0.48,0.79,0.84,-,2.24
694,2020.07.10,0.48,0.79,0.85,-,2.24
695,2020.07.13,0.49,0.79,0.86,-,2.25
696,2020.07.14,0.5,0.79,0.85,-,2.25
697,2020.07.15,0.48,0.79,0.85,-,2.24
698,2020.07.16,0.47,0.79,0.83,-,2.23
699,2020.07.17,0.49,0.79,0.81,-,2.21
700,2020.07.20,0.46,0.79,0.8,-,2.21
701,2020.07.21,0.44,0.79,0.82,-,2.22
702,2020.07.22,0.46,0.79,0.81,-,2.21
703,2020.07.23,0.45,0.78,0.8,-,2.19
704,2020.07.24,0.46,0.78,0.8,-,2.19
705,2020.07.27,0.48,0.78,0.8,-,2.19
706,2020.07.28,0.49,0.78,0.81,-,2.19
707,2020.07.29,0.47,0.78,0.81,-,2.19
708,2020.07.30,0.48,0.78,0.8,-,2.18
709,2020.07.31,0.49,0.78,0.8,-,2.18
710,2020.08.03,0.51,0.78,0.8,-,2.18
711,2020.08.04,0.51,0.76,0.8,-,2.18
712,2020.08.05,0.5,0.76,0.8,-,2.17
713,2020.08.06,0.48,0.76,0.81,-,2.17
714,2020.08.07,0.49,0.75,0.81,-,2.17
715,2020.08.10,0.5,0.74,0.83,-,2.19
716,2020.08.11,0.47,0.73,0.82,-,2.18
717,2020.08.12,0.47,0.7,0.83,-,2.19
718,2020.08.13,0.49,0.67,0.82,-,2.18
719,2020.08.14,0.49,0.65,0.83,-,2.2
720,2020.08.18,0.52,0.64,0.81,-,2.18
721,2020.08.19,0.52,0.63,0.81,-,2.18
722,2020.08.20,0.51,0.63,0.81,-,2.18
723,2020.08.21,0.5,0.63,0.85,-,2.2
724,2020.08.24,0.53,0.63,0.82,-,2.19
725,2020.08.25,0.53,0.63,0.83,-,2.19
726,2020.08.26,0.52,0.63,0.84,-,2.2
727,2020.08.27,0.53,0.63,0.85,-,2.21
728,2020.08.28,0.5,0.63,0.89,-,2.24
729,2020.08.31,0.49,0.63,0.94,-,2.26
730,2020.09.01,0.55,0.63,0.98,-,2.29
731,2020.09.02,0.52,0.63,0.92,-,2.26
732,2020.09.03,0.49,0.63,0.92,-,2.26
733,2020.09.04,0.48,0.63,0.93,-,2.27
734,2020.09.07,0.48,0.63,0.97,-,2.29
735,2020.09.08,0.49,0.63,0.95,-,2.27
736,2020.09.09,0.43,0.63,0.92,-,2.24
737,2020.09.10,0.48,0.63,0.92,-,2.24
738,2020.09.11,0.47,0.63,0.93,-,2.25
739,2020.09.14,0.49,0.63,0.92,-,2.25
740,2020.09.15,0.47,0.63,0.91,-,2.24
741,2020.09.16,0.46,0.63,0.91,-,2.23
742,2020.09.17,0.46,0.63,0.91,-,2.24
743,2020.09.18,0.46,0.63,0.91,-,2.23
744,2020.09.21,0.47,0.63,0.9,-,2.23
745,2020.09.22,0.46,0.63,0.9,-,2.23
746,2020.09.23,0.49,0.63,0.88,-,2.22
747,2020.09.24,0.47,0.63,0.86,-,2.2
748,2020.09.25,0.49,0.63,0.86,-,2.2
749,2020.09.28,0.48,0.63,0.84,-,2.19
750,2020.09.29,0.48,0.63,0.85,-,2.19
751,2020.10.05,0.55,0.63,0.88,-,2.22
752,2020.10.06,0.47,0.63,0.91,-,2.24
753,2020.10.07,0.46,0.63,0.91,-,2.24
754,2020.10.08,0.48,0.63,0.91,-,2.24
755,2020.10.12,0.53,0.63,0.93,-,2.25
756,2020.10.13,0.54,0.63,0.92,-,2.25
757,2020.10.14,0.54,0.63,0.9,-,2.24
758,2020.10.15,0.5,0.63,0.88,-,2.22
759,2020.10.16,0.47,0.63,0.89,-,2.23
760,2020.10.19,0.47,0.63,0.89,-,2.23
761,2020.10.20,0.48,0.63,0.91,-,2.24
762,2020.10.21,0.49,0.63,0.93,-,2.26
763,2020.10.22,0.52,0.63,0.93,-,2.25
764,2020.10.23,0.53,0.63,0.91,-,2.24
765,2020.10.26,0.55,0.63,0.91,-,2.23
766,2020.10.27,0.56,0.63,0.92,-,2.24
767,2020.10.28,0.56,0.63,0.91,-,2.23
768,2020.10.29,0.49,0.63,0.93,-,2.24
769,2020.10.30,0.48,0.63,0.94,-,2.25
770,2020.11.02,0.52,0.63,0.97,-,2.27
771,2020.11.03,0.48,0.67,0.98,-,2.28
772,2020.11.04,0.47,0.67,0.96,-,2.26
773,2020.11.05,0.46,0.66,0.93,-,2.24
774,2020.11.06,0.46,0.66,0.94,-,2.25
775,2020.11.09,0.51,0.66,0.96,-,2.25
776,2020.11.10,0.5,0.66,0.98,-,2.27
777,2020.11.11,0.49,0.66,0.99,-,2.27
778,2020.11.12,0.48,0.66,0.97,-,2.26
779,2020.11.13,0.48,0.66,0.97,-,2.25
780,2020.11.16,0.48,0.66,0.97,-,2.25
781,2020.11.17,0.48,0.66,0.96,-,2.25
782,2020.11.18,0.49,0.66,0.95,-,2.24
783,2020.11.19,0.48,0.66,0.96,-,2.24
784,2020.11.20,0.49,0.66,0.96,-,2.23
785,2020.11.23,0.49,0.66,0.96,-,2.22
786,2020.11.24,0.51,0.66,0.96,-,2.22
787,2020.11.25,0.52,0.66,0.97,-,2.23
788,2020.11.26,0.51,0.66,0.98,-,2.24
789,2020.11.27,0.53,0.66,0.98,-,2.23
790,2020.11.30,0.52,0.66,0.98,-,2.24
791,2020.12.01,0.6,0.66,0.98,-,2.23
792,2020.12.02,0.51,0.66,0.98,-,2.23
793,2020.12.03,0.48,0.66,0.98,-,2.23
794,2020.12.04,0.48,0.66,0.97,-,2.22
795,2020.12.07,0.48,0.66,0.96,-,2.22
796,2020.12.08,0.46,0.66,0.96,-,2.22
797,2020.12.09,0.45,0.66,0.97,-,2.21
798,2020.12.10,0.48,0.66,0.97,-,2.21
799,2020.12.11,0.49,0.66,0.98,-,2.22
800,2020.12.14,0.5,0.66,0.99,-,2.22
801,2020.12.15,0.5,0.66,0.98,-,2.22
802,2020.12.16,0.49,0.66,0.99,-,2.22
803,2020.12.17,0.49,0.66,1,-,2.23
804,2020.12.18,0.48,0.66,0.96,-,2.21
805,2020.12.21,0.48,0.66,0.96,-,2.2
806,2020.12.22,0.51,0.66,0.95,-,2.19
807,2020.12.23,0.52,0.66,0.98,-,2.18
808,2020.12.24,0.56,0.66,0.95,-,2.2
809,2020.12.28,0.55,0.66,0.96,-,2.2
810,2020.12.29,0.55,0.66,0.97,-,2.2
811,2020.12.30,0.54,0.66,0.98,-,2.21
812,2020.12.31,0.57,0.66,0.98,-,2.21
813,2021.01.04,0.61,0.66,0.95,-,2.19
814,2021.01.05,0.53,0.66,0.94,-,2.17
815,2021.01.06,0.48,0.66,0.95,-,2.18
816,2021.01.07,0.48,0.66,0.96,-,2.18
817,2021.01.08,0.49,0.66,0.98,-,2.18
818,2021.01.11,0.48,0.66,0.97,-,2.16
819,2021.01.12,0.51,0.66,0.98,-,2.16
820,2021.01.13,0.48,0.67,0.98,-,2.16
821,2021.01.14,0.49,0.67,0.99,-,2.16
822,2021.01.15,0.49,0.67,0.97,-,2.14
823,2021.01.18,0.49,0.69,0.97,-,2.14
824,2021.01.19,0.51,0.69,0.97,-,2.13
825,2021.01.20,0.48,0.69,0.98,-,2.13
826,2021.01.21,0.48,0.69,0.97,-,2.12
827,2021.01.22,0.48,0.69,0.99,-,2.12
828,2021.01.25,0.49,0.69,1.01,-,2.12
829,2021.01.26,0.48,0.69,1.01,-,2.12
830,2021.01.27,0.51,0.7,0.98,-,2.1
831,2021.01.28,0.45,0.7,0.98,-,2.1
832,2021.01.29,0.46,0.7,0.97,-,2.09
833,2021.02.01,0.52,0.7,0.99,-,2.09
834,2021.02.02,0.49,0.73,0.98,-,2.07
835,2021.02.03,0.47,0.73,0.98,-,2.06
836,2021.02.04,0.45,0.73,0.98,-,2.07
837,2021.02.05,0.47,0.73,0.98,-,2.06
838,2021.02.08,0.46,0.73,0.73,-,2.07
839,2021.02.09,0.48,0.73,0.99,-,2.05
840,2021.02.10,0.49,0.73,1,-,2.06
841,2021.02.15,0.49,0.73,1,-,2.06
842,2021.02.16,0.49,0.74,0.98,-,2.04
843,2021.02.17,0.5,0.74,0.99,-,2.04
844,2021.02.18,0.47,0.74,0.99,-,2.04
845,2021.02.19,0.49,0.74,1,-,2.04
846,2021.02.22,0.51,0.74,1.02,-,2.06
847,2021.02.23,0.5,0.74,1.02,-,2.05
848,2021.02.24,0.49,0.74,1.01,-,2.03
849,2021.02.25,0.5,0.74,1,-,2.04
850,2021.02.26,0.52,0.74,1.02,-,2.05
851,2021.03.02,0.59,0.74,1.02,-,2.05
852,2021.03.03,0.47,0.74,1.02,-,2.05
853,2021.03.04,0.47,0.74,1.03,-,2.06
854,2021.03.05,0.45,0.74,1.07,-,2.08
855,2021.03.08,0.47,0.74,1.14,-,2.12
856,2021.03.09,0.48,0.75,1.21,-,2.16
857,2021.03.10,0.52,0.75,1.18,-,2.13
858,2021.03.11,0.49,0.75,1.18,-,2.21
859,2021.03.12,0.5,0.75,1.22,-,2.15
860,2021.03.15,0.53,0.75,1.24,-,2.15
861,2021.03.16,0.51,0.75,1.18,-,2.11
862,2021.03.17,0.47,0.75,1.18,-,2.12
863,2021.03.18,0.46,0.75,1.13,-,2.08
864,2021.03.19,0.48,0.75,1.46,-,2.09
865,2021.03.22,0.47,0.75,1.13,-,2.08
866,2021.03.23,0.47,0.75,1.13,-,2.08
867,2021.03.24,0.49,0.75,1.12,-,2.06
868,2021.03.25,0.47,0.75,1.09,-,2.05
869,2021.03.26,0.51,0.75,1.12,-,2.06
870,2021.03.29,0.48,0.75,1.12,-,2.06
871,2021.03.30,0.47,0.75,1.16,-,2.08
872,2021.03.31,0.49,0.75,1.13,-,2.06
873,2021.04.01,0.59,0.75,1.14,-,2.06
874,2021.04.02,0.45,0.75,1.15,-,2.07
875,2021.04.05,0.44,0.75,1.2,-,2.1
876,2021.04.06,0.45,0.75,1.18,-,2.08
877,2021.04.07,0.46,0.75,1.18,-,2.07
878,2021.04.08,0.48,0.75,1.15,-,2.05
879,2021.04.09,0.46,0.75,1.17,-,2.06
880,2021.04.12,0.49,0.75,1.14,-,2.03
881,2021.04.13,0.53,0.73,1.14,-,2.03
882,2021.04.14,0.52,0.73,1.1,-,2
883,2021.04.15,0.48,0.73,1.15,-,2.03
884,2021.04.16,0.48,0.73,1.15,-,2.03
885,2021.04.19,0.48,0.73,1.13,-,1.91
886,2021.04.20,0.49,0.73,1.13,-,1.92
887,2021.04.21,0.47,0.73,1.11,-,1.9
888,2021.04.22,0.48,0.73,1.11,-,1.9
889,2021.04.23,0.49,0.73,1.12,-,1.91
890,2021.04.26,0.5,0.73,1.12,-,1.9
891,2021.04.27,0.47,0.73,1.1,-,1.89
892,2021.04.28,0.47,0.73,1.11,-,1.89
893,2021.04.29,0.48,0.73,1.12,-,1.9
894,2021.04.30,0.48,0.73,1.14,-,1.91
895,2021.05.03,0.49,0.73,1.15,-,1.92
896,2021.05.04,0.42,0.73,1.16,-,1.92
897,2021.05.06,0.49,0.73,1.14,-,1.9
898,2021.05.07,0.47,0.72,1.14,-,1.9
899,2021.05.10,0.47,0.71,1.14,-,1.9
900,2021.05.11,0.47,0.69,1.13,-,1.89
901,2021.05.12,0.47,0.69,1.12,-,1.89
902,2021.05.13,0.47,0.67,1.12,-,1.89
903,2021.05.14,0.46,0.67,1.12,-,1.88
904,2021.05.17,0.49,0.67,1.11,-,1.87
905,2021.05.18,0.48,0.67,1.1,-,1.87
906,2021.05.20,0.48,0.67,1.1,-,1.87
907,2021.05.21,0.49,0.66,1.1,-,1.86
908,2021.05.24,0.5,0.66,1.12,-,1.88
909,2021.05.25,0.48,0.66,1.14,-,1.89
910,2021.05.26,0.47,0.66,1.16,-,1.9
911,2021.05.27,0.49,0.66,1.12,-,1.87
912,2021.05.28,0.43,0.66,1.16,-,1.9
913,2021.05.31,0.48,0.66,1.23,-,1.95
914,2021.06.01,0.51,0.66,1.21,-,1.93
